时间,基准收益,策略收益,当日盈利,当日亏损,当日买入,当日卖出,超额收益(%),cash,dd,risk_on
2023-01-20 16:00:00,11.77,15.36,1833,0,0,0,3.21,25156.606826,-0.38477468128683,0
2023-01-30 16:00:00,12.59,15.41,56,0,0,0,2.5,25156.606826,-0.38447602202373,0
2023-01-31 16:00:00,12.9,15.91,501.35,0,6365,-652,2.67,19422.954826,-0.3818022323052,0
2023-02-01 16:00:00,14.75,16.77,859.84,0,4395,-9165,1.76,24168.789826,-0.37721655931431,0
2023-02-02 16:00:00,15.03,17.09,313,0,0,0,1.79,24168.789826,-0.37554726736161,0
2023-02-03 16:00:00,14.89,16.75,0,-338.89,3884,-4887,1.62,25151.902826,-0.37735461989188,0
2023-02-06 16:00:00,14.33,16.39,0,-357,0,0,1.8,25151.902826,-0.37925857269415,0
2023-02-07 16:00:00,14.88,16.54,148.62,0,9027,-8385,1.44,24481.517826,-0.37846597900869,0
2023-02-08 16:00:00,14.11,16.08,0,-460.53,1407,-5532,1.73,28565.985826,-0.38092208879003,0
2023-02-09 16:00:00,16.12,17.12,1039.76,0,8642,-4236,0.86,24140.749826,-0.37537681825359,0
2023-02-10 16:00:00,15.73,16.88,0,-237.35,1256,-4350,0.99,27200.399826,-0.37664265354105,0
2023-02-13 16:00:00,17,18.73,1847.83,0,7198,-9174,1.48,29122.225826,-0.36678782583566,0
2023-02-14 16:00:00,17.15,19.62,885.87,0,8752,-2135,2.11,22448.090826,-0.36206332961943,0
2023-02-15 16:00:00,17.19,20.53,914.27,0,7386,-2728,2.85,17772.362826,-0.3571873331588,0
2023-02-16 16:00:00,14.89,20.26,0,-270.05,8955,-9048,4.67,17836.314826,-0.3586275534567,0
2023-02-17 16:00:00,13.95,19.61,0,-648.62,4995,-15623,4.97,28408.691826,-0.36208679037119,0
2023-02-20 16:00:00,15.46,20.67,1055.65,0,13363,-17354,4.51,32307.337826,-0.35645681793445,0
2023-02-21 16:00:00,15.98,21.07,407,0,0,0,4.39,32307.337826,-0.35428620507583,0
2023-02-22 16:00:00,16.11,20.47,0,-603,0,0,3.76,32307.337826,-0.35750212535531,0
2023-02-23 16:00:00,15.58,19.8,0,-674.59,17694,-14593,3.65,29126.744826,-0.36109986550307,0
2023-02-24 16:00:00,15.22,19.65,0,-148.72,4930,-3723,3.84,27906.021826,-0.36189303517425,0
2023-02-27 16:00:00,14.38,19.24,0,-405,0,0,4.25,27906.021826,-0.36405298163062,0
2023-02-28 16:00:00,15.4,20.35,1110.98,0,9439,-9024,4.29,27461.997826,-0.35812792317554,0
2023-03-01 16:00:00,16.18,20.49,135.48,0,3462,-2520,3.71,26507.477826,-0.35740538108687,0
2023-03-02 16:00:00,15.67,20.91,417.01,0,6480,-4985,4.53,24992.492826,-0.35518135621897,0
2023-03-03 16:00:00,15.6,20.48,0,-430.99,1360,-4988,4.22,28585.504826,-0.35747990190622,0
2023-03-06 16:00:00,16.08,21.22,746.53,0,5004,-5474,4.43,29015.030826,-0.35349852860181,0
2023-03-07 16:00:00,13.73,19.58,0,-1637.53,7468,-9526,5.14,31008.504826,-0.36223178411023,0
2023-03-08 16:00:00,14.33,19.81,225.92,0,4772,-3080,4.79,29253.424826,-0.36102690731165,0
2023-03-09 16:00:00,14.36,19.88,70.55,0,3544,-2448,4.83,28144.976826,-0.36065063930575,0
2023-03-10 16:00:00,12.79,19.08,0,-804.92,0,0,5.58,28187.056826,-0.36494343955676,0
2023-03-13 16:00:00,13.36,19.29,213.94,0,4582,-7059,5.23,30591.997826,-0.36380244917449,0
2023-03-14 16:00:00,12.32,17.85,0,-1442.38,6353,-5385,4.92,29568.612826,-0.37149497848181,0
2023-03-15 16:00:00,12.87,18.08,230.8,0,7691,-6197,4.62,28018.415826,-0.37026405966214,0
2023-03-16 16:00:00,10.99,16.98,0,-1098.99,8352,-10987,5.4,30567.428826,-0.37612517836891,0
2023-03-17 16:00:00,11.76,17.16,183.09,0,4584,-1911,4.83,27882.517826,-0.3751487279078,0
2023-03-20 16:00:00,11.51,17.4,236.12,0,4299,-4878,5.28,28436.639826,-0.37388944179133,0
2023-03-21 16:00:00,12.97,18.78,1385.61,0,3485,-4385,5.14,29282.254826,-0.36649967831197,0
2023-03-22 16:00:00,13.48,19.97,1189.48,0,15513,-12518,5.72,26234.736826,-0.36015593156923,0
2023-03-23 16:00:00,13.96,20.81,836.87,0,5198,-4134,6.01,25136.602826,-0.35569275687502,0
2023-03-24 16:00:00,13.94,21.21,395.13,0,12577,-15869,6.38,28362.733826,-0.35358544378057,0
2023-03-27 16:00:00,14.25,22.12,914.23,0,12057,-7766,6.89,24038.967826,-0.34870964998158,0
2023-03-28 16:00:00,13.24,21.36,0,-760.82,0,-1821,7.17,25853.146826,-0.3527672613961,0
2023-03-29 16:00:00,12.92,21.41,54.4,0,8437,-7601,7.52,24989.545826,-0.352477140588,0
2023-03-30 16:00:00,12.94,21.13,0,-285,0,0,7.25,24989.545826,-0.35399710290915,0
2023-03-31 16:00:00,14.07,21.54,410.5,0,3624,-3500,6.55,24852.045826,-0.35180782384658,0
2023-04-03 16:00:00,15.51,22.75,1212.96,0,7603,-7039,6.27,24261.006826,-0.34533885887458,0
2023-04-04 16:00:00,15.36,22.77,18.99,0,10934,-12014,6.42,25298.992826,-0.34523760271799,0
2023-04-06 16:00:00,15.85,22.69,0,-76.66,1105,-4662,5.9,28826.330826,-0.34564645658277,0
2023-04-07 16:00:00,16.85,23.61,920.4,0,4808,-4604,5.79,28597.726826,-0.34073779959844,0
2023-04-10 16:00:00,15.61,22.58,0,-1038.47,4577,-6466,6.03,30455.260826,-0.34627614763982,0
2023-04-11 16:00:00,15.87,22.78,206,0,1355,0,5.96,29075.260826,-0.34517750820769,0
2023-04-12 16:00:00,16.48,23.26,477,0,3378,0,5.82,25692.260826,-0.34263357127019,0
2023-04-13 16:00:00,15.58,22.26,0,-995.12,3595,-8116,5.78,30190.144826,-0.34794072504272,0
2023-04-14 16:00:00,16.47,22.05,0,-215.43,1069,-6434,4.79,35518.710826,-0.34908967789428,0
2023-04-17 16:00:00,16.35,22.23,181,0,1336,0,5.05,34157.710826,-0.34812436849032,0
2023-04-18 16:00:00,16.09,21.9,0,-331.67,9733,-9670,5,34040.040826,-0.34989323130806,0
2023-04-19 16:00:00,15.56,21.7,0,-200,5250,0,5.31,28760.040826,-0.35095987153342,0
2023-04-20 16:00:00,15.54,21.9,197.91,0,4755,-2088,5.5,26070.952826,-0.34990436703201,0
2023-04-21 16:00:00,12.38,20.46,0,-1433,0,0,7.19,26070.952826,-0.35754684424676,0
2023-04-24 16:00:00,11.58,20.63,166.19,0,3720,-4806,8.11,27142.146826,-0.35666049821869,0
2023-04-25 16:00:00,9.55,19.05,0,-1577.35,10220,-14346,8.67,31168.800826,-0.36507280168329,0
2023-04-26 16:00:00,9.9,19.16,104.87,0,13301,-11126,8.43,28894.674826,-0.36451348754832,0
2023-04-27 16:00:00,10.05,19.99,835.64,0,11195,-11357,9.03,28990.317826,-0.36005683535909,0
2023-04-28 16:00:00,11.54,21.26,1263.55,0,11943,-2454,8.71,19478.863826,-0.35331809040808,0
2023-05-04 16:00:00,11.72,22.36,1104.84,0,11098,-18162,9.52,26424.701826,-0.34742576714152,0
2023-05-05 16:00:00,10.39,21.27,0,-1089.6,25605,-23604,9.86,24340.097826,-0.35323684442212,0
2023-05-08 16:00:00,11.2,21.54,268,0,0,0,9.3,24340.097826,-0.35180754652013,0
2023-05-09 16:00:00,9.69,20.9,0,-641,0,0,10.22,24340.097826,-0.35522612844243,0
2023-05-10 16:00:00,9.95,20.87,0,-24,0,0,9.93,24500.097826,-0.35535412526947,0
2023-05-11 16:00:00,9.87,20.83,0,-44.11,3752,-4108,9.98,24841.989826,-0.35558936210477,0
2023-05-12 16:00:00,8.43,20.45,0,-381,4448,-11002,11.09,31314.987826,-0.3576213224005,0
2023-05-15 16:00:00,9.26,20.74,287.11,0,4609,-1892,10.51,28531.095826,-0.35609011769138,0
2023-05-16 16:00:00,8.11,19.69,0,-1049.45,4875,-6448,10.71,30022.647826,-0.36168703494753,0
2023-05-17 16:00:00,8.75,20.17,484.66,0,3946,-4343,10.5,30355.304826,-0.359102261689,0
2023-05-18 16:00:00,9.23,20.49,321.66,0,4428,-3344,10.31,29257.960826,-0.35738680554735,0
2023-05-19 16:00:00,9.54,20.48,0,-14,3612,0,9.99,25640.960826,-0.35746147036312,0
2023-05-22 16:00:00,9.43,20.66,185.09,0,0,-2911,10.26,28544.049826,-0.35647435349976,0
2023-05-23 16:00:00,8.31,19.49,0,-1169.11,4216,-3912,10.32,28264.937826,-0.36270946293555,0
2023-05-24 16:00:00,8.06,18.76,0,-738.93,3200,-5932,9.9,30941.005826,-0.36665033591061,0
2023-05-25 16:00:00,7.86,18.29,0,-467.39,5021,-2388,9.67,28240.617826,-0.36914301011887,0
2023-05-26 16:00:00,8.61,19.14,855.04,0,1759,-2156,9.7,28693.661826,-0.36458288849458,0
2023-05-29 16:00:00,8.4,19.29,146,0,0,0,10.05,28693.661826,-0.36380424113006,0
2023-05-30 16:00:00,8.91,19.89,605.16,0,4416,-2840,10.08,27104.821826,-0.36057680113615,0
2023-05-31 16:00:00,8.86,19.39,0,-509,0,0,9.67,27104.821826,-0.36329140050971,0
2023-06-01 16:00:00,9.08,19.82,433,0,4125,0,9.85,22974.821826,-0.36098212442179,0
2023-06-02 16:00:00,9.93,20.13,308.46,0,0,-1944,9.28,24934.277826,-0.35933706653501,0
2023-06-05 16:00:00,10.04,20.65,522,0,0,0,9.64,24934.277826,-0.3565531355468,0
2023-06-06 16:00:00,7.67,19.51,0,-1140.08,3699,-6076,11,27295.201826,-0.36263339015468,0
2023-06-07 16:00:00,7.65,19.66,148.26,0,7356,-9339,11.16,29318.462826,-0.36184268442241,0
2023-06-08 16:00:00,6.88,20.13,470,0,4221,0,12.4,25092.462826,-0.3593360798928,0
2023-06-09 16:00:00,7.77,20.6,468,0,0,0,11.9,25092.462826,-0.35684014176545,0
2023-06-12 16:00:00,8.34,20.93,338.67,0,18441,-15332,11.62,21923.130826,-0.35503395720622,0
2023-06-13 16:00:00,8.75,21.54,605.05,0,2251,-3945,11.76,23603.185826,-0.35180707719843,0
2023-06-14 16:00:00,9.13,21.61,68.26,0,5866,-8541,11.44,26254.444826,-0.35144303822271,0
2023-06-15 16:00:00,9.73,21.56,0,-47.09,3032,-3093,10.78,26302.351826,-0.35169419466338,0
2023-06-16 16:00:00,10.64,22.53,973,0,0,0,10.75,26302.351826,-0.34650498996697,0
2023-06-19 16:00:00,11.05,22.38,0,-149,0,0,10.2,26314.351826,-0.34729963693487,0
2023-06-20 16:00:00,11.06,21.5,0,-880.31,1916,-4310,9.4,28669.041826,-0.35199450721883,0
2023-06-21 16:00:00,8.64,19.93,0,-1574.86,5442,-6861,10.39,30051.180826,-0.36039355767863,0
2023-06-26 16:00:00,6.53,18.64,0,-1287.94,2476,-1940,11.37,29468.240826,-0.36726240073793,0
2023-06-27 16:00:00,7.96,20.73,2093,0,4230,0,11.83,25428.240826,-0.35610001077947,0
2023-06-28 16:00:00,7.43,20.89,154.65,0,0,-2552,12.53,28047.888826,-0.3552752418916,0
2023-06-29 16:00:00,8.17,21.45,564,0,0,0,12.28,28047.888826,-0.35226731645607,0
2023-06-30 16:00:00,9.53,22.51,1057,0,0,0,11.85,28047.888826,-0.34663012286501,0
2023-07-03 16:00:00,9.71,23.14,632.97,0,3495,-3030,12.24,27569.858826,-0.34325436654776,0
2023-07-04 16:00:00,10.14,22.99,0,-149.4,0,0,11.67,27715.458826,-0.3440511467961,0
2023-07-05 16:00:00,9.24,22.44,0,-553,0,0,12.08,27715.458826,-0.34700040701924,0
2023-07-06 16:00:00,8.95,22.45,6,0,0,0,12.39,27715.458826,-0.34696840781248,0
2023-07-07 16:00:00,8.19,22.73,279.6,0,0,0,13.44,27755.058826,-0.34547724477742,0
2023-07-10 16:00:00,8.28,22.66,0,-62,0,0,13.28,27755.058826,-0.34580790324728,0
2023-07-11 16:00:00,9.16,22.88,216,0,0,0,12.57,27755.058826,-0.34465593180389,0
2023-07-12 16:00:00,7.56,22.03,0,-850,0,0,13.45,27755.058826,-0.3491891527617,0
2023-07-13 16:00:00,8.64,22.94,908.96,0,3549,-4039,13.16,28231.019826,-0.34434148093225,0
2023-07-14 16:00:00,8.58,23.25,310,0,0,0,13.51,28231.019826,-0.34268818858293,0
2023-07-17 16:00:00,8.11,23.5,254.37,0,0,0,14.24,28272.390338,-0.3413315794817,0
2023-07-18 16:00:00,8.01,23.84,336,0,0,0,14.66,28272.390338,-0.33953962390308,0
2023-07-19 16:00:00,7.71,24.46,617,0,0,0,15.55,28272.390338,-0.33624903880783,0
2023-07-20 16:00:00,6.32,23.45,0,-1002,0,0,16.11,28272.390338,-0.34159290633691,0
2023-07-21 16:00:00,6.2,23.19,0,-261,0,0,16,28272.390338,-0.34298487183102,0
2023-07-24 16:00:00,6.08,23.27,76,0,0,0,16.2,28272.390338,-0.34257954854538,0
2023-07-25 16:00:00,7.81,24.13,860.08,0,2416,-3924,15.14,29736.466338,-0.33799259025302,0
2023-07-26 16:00:00,7.13,23.82,0,-309.81,11191,-12811,15.58,31273.655338,-0.33964487462732,0
2023-07-27 16:00:00,6.3,23.31,0,-509.07,2714,-4068,16,32573.587338,-0.34235983665856,0
2023-07-28 16:00:00,7.26,23.7,384.64,0,3037,-2359,15.33,31843.228338,-0.34030846884393,0
2023-07-31 16:00:00,8.1,24.66,966.83,0,6373,-6170,15.32,31564.058338,-0.33515216999847,0
2023-08-01 16:00:00,7.96,24.9,235.81,0,8659,-9189,15.69,32009.869338,-0.33389454250755,0
2023-08-02 16:00:00,7.77,25.36,467,0,2014,0,16.32,29965.869338,-0.33140393758132,0
2023-08-03 16:00:00,7.83,24.57,0,-797.36,1666,-2359,15.52,30626.510338,-0.33565641349861,0
2023-08-04 16:00:00,8.42,24.6,28.47,0,9034,-8534,14.92,30037.976338,-0.33550459859534,0
2023-08-07 16:00:00,7.9,24.02,0,-579.35,9242,-11347,14.94,32041.629338,-0.33859437266856,0
2023-08-08 16:00:00,7.36,23.12,0,-898.79,6271,-3786,14.68,29457.843338,-0.34338777917655,0
2023-08-09 16:00:00,6.53,22.59,0,-525.32,9086,-9319,15.08,29581.524338,-0.34618941105929,0
2023-08-10 16:00:00,6.62,22.65,57,0,4074,0,15.03,25502.524338,-0.34588541859506,0
2023-08-11 16:00:00,4.6,21.09,0,-1557.26,0,-2255,15.76,27750.269338,-0.35419057271583,0
2023-08-14 16:00:00,4.84,21.41,317.46,0,6530,-9540,15.81,30675.729338,-0.3524974946861,0
2023-08-15 16:00:00,3.89,21.13,0,-280.08,3682,-2084,16.59,29015.645338,-0.35399123899051,0
2023-08-16 16:00:00,2.64,20.46,0,-670.67,4438,-5668,17.36,30164.977338,-0.35756804632384,0
2023-08-17 16:00:00,3.65,20.77,308.17,0,3955,-3828,16.52,29969.149338,-0.35592450306618,0
2023-08-18 16:00:00,1.49,19.1,0,-1664.22,9590,-7817,17.35,28243.932338,-0.36480010704588,0
2023-08-21 16:00:00,0.49,18.37,0,-729.23,9944,-12231,17.79,30418.701338,-0.3686892426368,0
2023-08-22 16:00:00,1.19,18.69,316.39,0,7520,-7612,17.29,30423.089338,-0.36700188179868,0
2023-08-23 16:00:00,-0.89,17.25,0,-1436,2893,0,18.3,27480.089338,-0.37466035861682,0
2023-08-24 16:00:00,-0.66,16.04,0,-1216.61,8107,-6608,16.81,25954.481338,-0.38114877377333,0
2023-08-25 16:00:00,-2.46,15.05,0,-984.01,8313,-10005,17.95,27591.476338,-0.38639667034814,0
2023-08-28 16:00:00,-1.75,16.71,1660.16,0,11083,-10839,18.79,27271.637338,-0.37754269783222,0
2023-08-29 16:00:00,1.35,19.02,2303,0,251,0,17.43,27015.637338,-0.36526033563712,0
2023-08-30 16:00:00,1.86,19.59,570.41,0,4779,-4592,17.41,26799.045338,-0.36221823504876,0
2023-08-31 16:00:00,1.27,18.66,0,-923.68,0,-3682,17.17,30472.363338,-0.367144416932,0
2023-09-01 16:00:00,1.32,19.16,500.88,0,21644,-23115,17.61,31840.248338,-0.36447309648559,0
2023-09-04 16:00:00,2.84,19.99,824.51,0,11515,-3494,16.68,23795.754338,-0.36007584015731,0
2023-09-05 16:00:00,2.32,19.15,0,-834,0,0,16.45,23795.754338,-0.36452372989708,0
2023-09-06 16:00:00,2.78,19.27,112.43,0,3874,-6566,16.04,26466.188338,-0.36392409676159,0
2023-09-07 16:00:00,0.93,17.95,0,-1319,3585,0,16.86,22876.188338,-0.37095858904788,0
2023-09-08 16:00:00,1.24,17.81,0,-143.05,3572,-4048,16.37,23338.140338,-0.37172149280267,0
2023-09-11 16:00:00,2.57,19.1,1297.57,0,3358,-3435,16.12,23401.705338,-0.36480131768254,0
2023-09-12 16:00:00,2.61,19.13,24,0,0,0,16.1,23401.705338,-0.36467332085549,0
2023-09-13 16:00:00,1.25,18.34,0,-788.66,2177,-4664,16.88,25874.041338,-0.36887942458898,0
2023-09-14 16:00:00,0.68,18.42,83.51,0,4048,-3485,17.62,25297.556338,-0.36843402229688,0
2023-09-15 16:00:00,0.86,18.94,519,0,0,0,17.93,25297.556338,-0.36566609091205,0
2023-09-18 16:00:00,0.94,18.7,0,-243.09,4065,-4092,17.59,25310.464338,-0.36696254944037,0
2023-09-19 16:00:00,0.06,18.4,0,-295.03,3488,-5035,18.33,26842.429338,-0.36853603043483,0
2023-09-20 16:00:00,-0.75,18.01,0,-395.97,3805,-3974,18.9,26997.455338,-0.37064783941783,0
2023-09-21 16:00:00,-1.46,17.97,0,-33,1061,0,19.72,25916.455338,-0.37082383505501,0
2023-09-22 16:00:00,0.45,18.85,871.7,0,1871,-4296,18.32,28292.159338,-0.36617486229995,0
2023-09-25 16:00:00,-0,18.74,0,-107.13,1076,-5130,18.74,32316.029338,-0.36674620813666,0
2023-09-26 16:00:00,-0.52,18.76,24.99,0,3795,-2007,19.38,30516.022338,-0.3666129154409,0
2023-09-27 16:00:00,0.11,18.58,0,-184.57,4017,-3567,18.45,30052.455338,-0.36759724837328,0
2023-09-28 16:00:00,0.85,19.01,428,0,0,0,18.01,30052.455338,-0.36531463829099,0
2023-10-09 16:00:00,0.54,18.58,0,-428,0,0,17.94,30052.455338,-0.36759724837328,0
2023-10-10 16:00:00,0.26,17.43,0,-1151,0,0,17.13,30052.455338,-0.37373576287026,0
2023-10-11 16:00:00,0.53,16.96,0,-472,0,0,16.34,30052.455338,-0.37625303380213,0
2023-10-12 16:00:00,1.28,17.58,628.1,0,3648,-2900,16.09,29291.555338,-0.37290325017436,0
2023-10-13 16:00:00,0.9,17.13,0,-448.96,3912,-3960,16.09,29325.595338,-0.37529764415227,0
2023-10-16 16:00:00,-0.05,16.65,0,-486,0,0,16.71,29325.595338,-0.37788957989991,0
2023-10-17 16:00:00,-0.27,16.48,0,-165,0,0,16.8,29325.595338,-0.37876955808583,0
2023-10-18 16:00:00,-1.98,15.14,0,-1343,0,0,17.47,29325.595338,-0.38593204719917,0
2023-10-19 16:00:00,-3.06,14.31,0,-834.83,1954,-5835,17.92,33155.760338,-0.39038439016189,0
2023-10-20 16:00:00,-4.2,13.79,0,-516,1879,0,18.78,31241.760338,-0.39313632194334,0
2023-10-23 16:00:00,-6.46,11.91,0,-1883.82,2496,-1820,19.64,30513.940338,-0.40318311289009,0
2023-10-24 16:00:00,-5.11,13.25,1340.22,0,3470,-3776,19.35,30806.164338,-0.39603542874308,0
2023-10-25 16:00:00,-4.12,13.89,641,0,0,0,18.78,30806.164338,-0.39261684682078,0
2023-10-26 16:00:00,-3.58,13.97,83.52,0,4862,-4482,18.2,30391.682338,-0.39217142852907,0
2023-10-27 16:00:00,-1.84,14.02,47.12,0,1176,-1883,16.16,31071.799338,-0.39192014409157,0
2023-10-30 16:00:00,-0.35,13.32,0,-701.83,13442,-14825,13.72,32344.974338,-0.39566311797241,0
2023-10-31 16:00:00,-0.97,12.21,0,-1103.75,25906,-25755,13.31,32058.219338,-0.40154966538216,0
2023-11-01 16:00:00,-1.15,12.16,0,-56,1514,0,13.46,30519.219338,-0.40184832464526,0
2023-11-02 16:00:00,-2.36,11.55,0,-606.81,736,-1812,14.25,31578.407338,-0.40508457508744,0
2023-11-03 16:00:00,-0.9,12.37,818,0,0,0,13.39,31578.407338,-0.40072201656569,0
2023-11-06 16:00:00,1.15,13.39,1018.08,0,0,-3918,12.1,35487.489338,-0.39529238049608,0
2023-11-07 16:00:00,1.48,13.06,0,-328.09,6610,-6090,11.41,34901.399338,-0.39704215045378,0
2023-11-08 16:00:00,1.85,12.86,0,-196.07,7760,-5073,10.81,32114.326338,-0.39808784719833,0
2023-11-09 16:00:00,1.21,12.69,0,-169.34,7535,-9340,11.34,33849.986338,-0.39899097147714,0
2023-11-10 16:00:00,1.01,12.51,0,-185.82,2846,-3816,11.39,34766.170338,-0.39998196557773,0
2023-11-13 16:00:00,1.94,12.81,300,0,0,0,10.66,34766.170338,-0.39838200523968,0
2023-11-14 16:00:00,2.56,13.32,515.23,0,4284,-4768,10.49,35235.402338,-0.3956341693567,0
2023-11-15 16:00:00,2.98,13.4,78,0,0,0,10.12,35235.402338,-0.3952181796688,0
2023-11-16 16:00:00,1.95,12.73,0,-672.17,5722,-7172,10.57,36623.230338,-0.39880300813663,0
2023-11-17 16:00:00,2.85,13.16,435,0,2813,-1998,10.02,35756.232338,-0.39648305498006,0
2023-11-20 16:00:00,3.75,13.26,96.9,0,2199,-4099,9.17,37607.133338,-0.39596626245766,0
2023-11-21 16:00:00,3.06,13.34,85,0,2530,0,9.97,35037.133338,-0.39551294036188,0
2023-11-22 16:00:00,1.75,12.84,0,-499.35,6903,-8350,10.9,36415.783338,-0.39817607434457,0
2023-11-23 16:00:00,2.82,14.23,1389.38,0,2257,-3625,11.1,37735.158338,-0.39076625802897,0
2023-11-24 16:00:00,1.46,13.53,0,-704.9,11788,-12904,11.9,38763.254338,-0.39452565283608,0
2023-11-27 16:00:00,1.39,13.39,0,-141.67,2963,-5668,11.84,41407.586338,-0.39528119677332,0
2023-11-28 16:00:00,1.92,13.52,135.32,0,7267,-7677,11.38,41749.909338,-0.39455949199723,0
2023-11-29 16:00:00,1.42,12.8,0,-721.08,5729,-7081,11.22,43059.828338,-0.39840516199897,0
2023-11-30 16:00:00,0.88,12.64,0,-160.56,5332,-5556,11.66,43243.272338,-0.39926143943909,0
2023-12-01 16:00:00,1.7,13.12,476.79,0,4847,-2212,11.23,40591.060338,-0.39671863314023,0
2023-12-04 16:00:00,1.44,12.71,0,-411,0,0,11.11,40591.060338,-0.39891057880336,0
2023-12-05 16:00:00,-0.58,11.52,0,-1183,1306,0,12.17,39265.060338,-0.4052197557364,0
2023-12-06 16:00:00,-0.06,11.74,214.11,0,9081,-5888,11.81,36046.172338,-0.40407785337673,0
2023-12-07 16:00:00,-0.11,12.24,505,0,0,0,12.36,36046.172338,-0.40138458680768,0
2023-12-08 16:00:00,-0.4,11.86,0,-381,3835,0,12.31,32201.172338,-0.40341653643701,0
2023-12-11 16:00:00,0.79,12.23,363.61,0,23579,-27395,11.35,35924.777338,-0.40147735784128,0
2023-12-12 16:00:00,0.85,12.56,330,0,0,0,11.61,35924.777338,-0.39971740146943,0
2023-12-13 16:00:00,-0.13,12.08,0,-471.73,7316,-6729,12.23,35311.048338,-0.40223322710379,0
2023-12-14 16:00:00,-0.59,11.9,0,-180,4290,0,12.56,31016.048338,-0.40319320330662,0
2023-12-15 16:00:00,-1.26,11.57,0,-339,0,0,12.99,31016.048338,-0.40500115848861,0
2023-12-18 16:00:00,-2.83,10.4,0,-1162,0,0,13.62,31016.048338,-0.41119833819799,0
2023-12-19 16:00:00,-2.72,9.66,0,-746.93,1369,-8930,12.73,38533.118338,-0.41518186611566,0
2023-12-20 16:00:00,-4.42,8.9,0,-755,1692,0,13.94,36816.118338,-0.41920843296642,0
2023-12-21 16:00:00,-3.79,9.33,431.15,0,6581,-4855,13.64,35040.263338,-0.41690904996659,0
2023-12-22 16:00:00,-4.87,8.7,0,-632.67,336,-1670,14.26,36362.593338,-0.4202832063235,0
2023-12-25 16:00:00,-4.84,8.41,0,-285,1002,0,13.92,35345.593338,-0.42180316864465,0
2023-12-26 16:00:00,-6.24,7.34,0,-1075.61,4022,-5610,14.48,36907.983338,-0.42753961310868,0
2023-12-27 16:00:00,-5.5,7.75,407,0,1307,0,14.02,35580.983338,-0.42536900025006,0
2023-12-28 16:00:00,-3.68,9.04,1292,0,0,0,13.21,35580.983338,-0.41847850439419,0
2023-12-29 16:00:00,-2.33,9.46,427,0,320,0,12.07,35255.983338,-0.41620122751304,0
2024-01-02 16:00:00,-2.87,9.56,100,0,0,0,12.8,35255.983338,-0.41566790740035,0
2024-01-03 16:00:00,-3.38,9.58,13.62,0,4152,-3384,13.41,34474.599338,-0.41559529053381,0
2024-01-04 16:00:00,-4.06,9.51,0,-65,3888,0,14.14,30581.599338,-0.41594194860705,0
2024-01-05 16:00:00,-5.84,8.46,0,-1054.57,0,-3568,15.19,34141.031338,-0.42156617185298,0
2024-01-08 16:00:00,-8.03,7.2,0,-1256,3620,0,16.56,30516.031338,-0.42826467246828,0
2024-01-09 16:00:00,-7.87,7.41,207,0,0,0,16.59,30516.031338,-0.42716069983502,0
2024-01-10 16:00:00,-8.55,7.35,0,-64,0,0,17.39,30516.031338,-0.42750202470714,0
2024-01-11 16:00:00,-6.91,8.08,737,0,305,0,16.1,30206.031338,-0.42357145547667,0
2024-01-12 16:00:00,-7.52,7.96,0,-122,0,0,16.74,30206.031338,-0.42422210601414,0
2024-01-15 16:00:00,-7.77,7.91,0,-49.62,3875,-5624,17,31924.407338,-0.42448676078686,0
2024-01-16 16:00:00,-8.1,7.55,0,-357.54,3865,-2537,17.03,30583.870338,-0.42639357751814,0
2024-01-17 16:00:00,-10.59,5.95,0,-1599.03,4374,-4032,18.5,30227.838338,-0.43492153678238,0
2024-01-18 16:00:00,-10.85,4.81,0,-1143,1189,0,17.57,29018.838338,-0.44101738567035,0
2024-01-19 16:00:00,-11.95,4.02,0,-789.52,299,-8524,18.14,37220.314338,-0.44522807595682,0
2024-01-22 16:00:00,-17.03,0.38,0,-3640.73,5049,-5730,20.98,37860.584338,-0.46464482129531,0
2024-01-23 16:00:00,-15.73,2.04,1663,0,1404,0,21.09,36431.584338,-0.45577570782139,0
2024-01-24 16:00:00,-14.67,3.69,1641,0,5505,0,21.52,30896.584338,-0.44702392477225,0
2024-01-25 16:00:00,-11.8,6.91,3229.23,0,4065,-1770,21.21,28564.814338,-0.42980179169745,0
2024-01-26 16:00:00,-12.57,7.89,971.92,0,1206,-2079,23.4,29410.735338,-0.42461834152506,0
2024-01-29 16:00:00,-14.87,7.22,0,-664.55,8778,-8549,25.95,29133.186338,-0.42816251500069,0
2024-01-30 16:00:00,-17.3,5.16,0,-2057.24,4341,-4240,27.16,29007.946338,-0.43913418968686,0
2024-01-31 16:00:00,-20.61,1.34,0,-3823.61,7150,-1608,27.65,23399.338338,-0.45952626018103,0
2024-02-01 16:00:00,-21.19,-0.08,0,-1422.85,8849,-15854,26.79,30308.484338,-0.46711462673715,0
2024-02-02 16:00:00,-24.1,-2.74,0,-2662.54,2703,-1542,28.14,29095.942338,-0.48131449873179,0
2024-02-05 16:00:00,-28.78,-7.07,0,-4323.01,13171,-13007,30.48,28818.935338,-0.50436996453549,0
2024-02-06 16:00:00,-23.81,-3.18,3887.48,0,7037,-3521,27.08,25239.414338,-0.48363725715215,0
2024-02-07 16:00:00,-20.4,0.13,3312.93,0,3965,-2072,25.79,23324.342338,-0.46596874580944,0
